央视频道,#genre#
电影贺岁,http://live.metshop.top/huya/11601971?cdn=alicdn
电影迷小雅,https://goodiptv.club/douyu/9639225
电影高分动作,http://live.metshop.top/huya/11352884?cdn=alicdn
电影黑匣子,https://goodiptv.club/douyu/8706652
粤语电影丶,https://goodiptv.club/douyu/1226741
经典电影,https://yylunbo.ottiptv.cc/yy/1414812324
老王的夜电影院,https://goodiptv.club/douyu/3498219
老电影故事,https://goodiptv.club/douyu/9167273
腹黑电影,https://goodiptv.club/douyu/8867878
莱纳电影,https://goodiptv.club/douyu/9356937
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
逐梦电影,https://goodiptv.club/douyu/4058285
野格影视,https://goodiptv.club/douyu/9931766
铁血影视汇,https://goodiptv.club/douyu/9649701
阿苏电影,https://goodiptv.club/douyu/9037784
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
香兰爱影视,https://goodiptv.club/douyu/9487090
龙哥盘电影,https://goodiptv.club/douyu/9736161
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8


数字频道,#genre#
重温经典,https://other.ottiptv.cc/cwjd.m3u8
纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8
纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8


儿童频道,#genre#
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
卡酷少儿,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8
金鹰卡通,http://58.57.40.22:9901/tsfile/live/1059_1.m3u8
金鹰卡通,http://101.66.199.78:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
七龙珠,https://live.metshop.top/huya/11601966
中华小当家,https://live.metshop.top/huya/11342413
动画大师姐,https://goodiptv.club/douyu/9742136
动画魂,https://goodiptv.club/douyu/9393242
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
武汉少儿频道,http://hzzzz530.com:4022/udp/239.69.1.6:9676
海绵宝宝,https://live.metshop.top/douyu/3949681
漫尼动画,https://goodiptv.club/douyu/10364790
猫和老鼠,https://live.metshop.top/huya/11352879
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
韩国EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
黑龙江少儿,https://ls.qingting.fm/live/4972/64k.m3u8
